Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear,DevEnviron
18643,C#,Dart,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
18649,HTML/CSS,HTML/CSS,MariaDB,Elasticsearch,Android,Android,Drupal,React.js,IntelliJ
18652,Assembly,C,Microsoft SQL Server,MySQL,Android,Android,ASP.NET,ASP.NET,Notepad++
18655,C++,Bash/Shell/PowerShell,MySQL,Elasticsearch,Windows,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
18660,Bash/Shell/PowerShell,C++,Oracle,MongoDB,Linux,Android,Angular/Angular.js,jQuery,Notepad++
18661,HTML/CSS,C,Microsoft SQL Server,Elasticsearch,Windows,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
18663,C#,Python,Other(s):,Other(s):,Google Cloud Platform,Google Cloud Platform,Angular/Angular.js,Flask,Visual Studio Code
18666,C,C#,Elasticsearch,MongoDB,Linux,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ
18667,C,HTML/CSS,MySQL,MySQL,AWS,AWS,Angular/Angular.js,Express,Sublime Text
18670,C#,C#,Microsoft SQL Server,MongoDB,Android,Docker,ASP.NET,ASP.NET,Visual Studio
18677,HTML/CSS,HTML/CSS,Elasticsearch,MySQL,Arduino,Android,Django,Ruby on Rails,Sublime Text
18680,Bash/Shell/PowerShell,Go,MySQL,Elasticsearch,AWS,AWS,Angular/Angular.js,Django,IntelliJ
18681,Java,C#,Cassandra,Cassandra,AWS,AWS,React.js,ASP.NET,IntelliJ
18682,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,MongoDB,AWS,AWS,Express,Express,Emacs
18683,C,JavaScript,Elasticsearch,Elasticsearch,Linux,AWS,ASP.NET,Express,Notepad++
18685,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Android,Arduino,jQuery,Angular/Angular.js,Eclipse
18691,Bash/Shell/PowerShell,Bash/Shell/PowerShell,SQLite,SQLite,Windows,Windows,Angular/Angular.js,Angular/Angular.js,Visual Studio
18692,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Linux,Linux,Ruby on Rails,Ruby on Rails,Sublime Text
18694,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Raspberry Pi,Docker,Angular/Angular.js,Angular/Angular.js,Eclipse
18698,C#,C#,MySQL,MySQL,iOS,Windows,ASP.NET,Django,Visual Studio
18705,HTML/CSS,HTML/CSS,MongoDB,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Sublime Text
18708,JavaScript,JavaScript,Other(s):,Other(s):,Linux,Linux,React.js,React.js,Eclipse
18710,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Google Cloud Platform,Google Cloud Platform,Angular/Angular.js,Angular/Angular.js,IPython / Jupyter
18713,C++,Go,DynamoDB,MongoDB,Android,AWS,Express,jQuery,Visual Studio Code
18715,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Android Studio
18716,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
18717,C#,C#,Firebase,Elasticsearch,AWS,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio
18718,Bash/Shell/PowerShell,C#,MongoDB,MongoDB,Microsoft Azure,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
18723,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,iOS,iOS,jQuery,jQuery,Atom
18724,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Couchbase,Couchbase,AWS,AWS,Django,Django,IntelliJ
18725,C#,C#,Microsoft SQL Server,DynamoDB,Linux,Linux,React.js,React.js,Visual Studio
18729,Assembly,HTML/CSS,PostgreSQL,MongoDB,MacOS,Docker,Angular/Angular.js,Express,IPython / Jupyter
18735,C#,C#,DynamoDB,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio
18736,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,Angular/Angular.js,ASP.NET,Notepad++
18739,C#,C#,MariaDB,SQLite,Android,Android,ASP.NET,Angular/Angular.js,Android Studio
18741,Bash/Shell/PowerShell,Java,MongoDB,MongoDB,Arduino,AWS,Django,Express,IntelliJ
18742,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Notepad++
18743,HTML/CSS,Java,Firebase,Elasticsearch,Android,Docker,Angular/Angular.js,Django,Visual Studio Code
18745,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Notepad++
18746,Java,Java,Microsoft SQL Server,Elasticsearch,Windows,Docker,Angular/Angular.js,Angular/Angular.js,Eclipse
18748,HTML/CSS,Clojure,Elasticsearch,Elasticsearch,Docker,Docker,React.js,Angular/Angular.js,Sublime Text
18750,Bash/Shell/PowerShell,Bash/Shell/PowerShell,SQLite,MongoDB,Docker,Docker,Express,Express,Eclipse
18751,HTML/CSS,C++,Microsoft SQL Server,Elasticsearch,AWS,Arduino,Express,React.js,PyCharm
18754,Assembly,Assembly,Cassandra,Cassandra,AWS,AWS,ASP.NET,Angular/Angular.js,Atom
18755,C#,C#,Microsoft SQL Server,MongoDB,Docker,Docker,React.js,Vue.js,IntelliJ
18756,Assembly,Bash/Shell/PowerShell,MySQL,MariaDB,AWS,AWS,Drupal,Drupal,Atom
18765,Java,C++,Firebase,Firebase,Android,Android,jQuery,jQuery,Android Studio
18766,HTML/CSS,Dart,MySQL,Redis,Docker,Docker,React.js,React.js,Visual Studio Code
18767,Java,Go,Elasticsearch,MongoDB,Android,Android,Spring,Django,Eclipse
18769,Dart,Dart,MongoDB,MongoDB,Docker,Android,Angular/Angular.js,Angular/Angular.js,Sublime Text
18770,Java,Java,PostgreSQL,PostgreSQL,Linux,Docker,Spring,React.js,IntelliJ
18778,Assembly,Assembly,MySQL,DynamoDB,AWS,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
18779,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,AWS,AWS,Angular/Angular.js,Other(s):,IPython / Jupyter
18784,HTML/CSS,Go,Firebase,Elasticsearch,Google Cloud Platform,AWS,jQuery,React.js,Visual Studio Code
18785,C#,C#,Elasticsearch,DynamoDB,Arduino,Android,Angular/Angular.js,Angular/Angular.js,IPython / Jupyter
18787,HTML/CSS,HTML/CSS,Firebase,Firebase,Docker,AWS,Express,Angular/Angular.js,IntelliJ
18788,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Couchbase,AWS,AWS,Angular/Angular.js,Angular/Angular.js,RStudio
18791,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Elasticsearch,Linux,Android,jQuery,Angular/Angular.js,Notepad++
18794,Bash/Shell/PowerShell,Assembly,Elasticsearch,MongoDB,AWS,AWS,Django,Flask,Notepad++
18796,Java,Java,MongoDB,MongoDB,Linux,AWS,React.js,React.js,IntelliJ
18798,C,HTML/CSS,MySQL,MongoDB,Arduino,Android,Express,Angular/Angular.js,Notepad++
18800,C#,C#,Microsoft SQL Server,Redis,Linux,AWS,Angular/Angular.js,Angular/Angular.js,Notepad++
18802,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,Angular/Angular.js,Android Studio
18803,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,iOS,Android,jQuery,jQuery,Sublime Text
18805,C,C#,PostgreSQL,PostgreSQL,Windows,Windows,Angular/Angular.js,Angular/Angular.js,Sublime Text
18807,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Docker,Windows,ASP.NET,Angular/Angular.js,Visual Studio
18810,HTML/CSS,Elixir,PostgreSQL,Elasticsearch,iOS,Android,Ruby on Rails,Ruby on Rails,RubyMine
18811,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Firebase,Linux,Docker,Express,Express,IntelliJ
18812,C#,C#,MongoDB,PostgreSQL,Android,Android,ASP.NET,Vue.js,Android Studio
18814,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,jQuery,Angular/Angular.js,PHPStorm
18815,C#,C#,Microsoft SQL Server,Microsoft SQL Server,AWS,Linux,Angular/Angular.js,Angular/Angular.js,Emacs
18816,HTML/CSS,HTML/CSS,Elasticsearch,DynamoDB,AWS,AWS,Django,React.js,Eclipse
18817,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Atom
18818,HTML/CSS,Scala,MongoDB,PostgreSQL,AWS,AWS,Spring,Other(s):,IntelliJ
18819,Assembly,Bash/Shell/PowerShell,MySQL,DynamoDB,AWS,Arduino,Django,Angular/Angular.js,Atom
18821,Bash/Shell/PowerShell,C#,SQLite,SQLite,Windows,AWS,Flask,Flask,Notepad++
18824,HTML/CSS,C,Firebase,Firebase,Android,Docker,Angular/Angular.js,Spring,Atom
18827,C#,R,MariaDB,Cassandra,Android,Docker,Angular/Angular.js,React.js,Atom
18829,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Eclipse
18832,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,Cassandra,Docker,Docker,Django,Vue.js,Notepad++
18835,Bash/Shell/PowerShell,C#,Microsoft SQL Server,MySQL,Google Cloud Platform,Google Cloud Platform,ASP.NET,ASP.NET,Visual Studio
18836,HTML/CSS,Go,Cassandra,MongoDB,AWS,Docker,Express,Angular/Angular.js,Vim
18838,HTML/CSS,HTML/CSS,PostgreSQL,PostgreSQL,AWS,Raspberry Pi,Angular/Angular.js,React.js,IntelliJ
18840,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Firebase,Linux,Android,Django,Vue.js,Emacs
18845,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,Elasticsearch,Android,Android,Angular/Angular.js,ASP.NET,Visual Studio
18846,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,MongoDB,AWS,AWS,Django,Django,PyCharm
18849,Bash/Shell/PowerShell,Java,Cassandra,Cassandra,Linux,Android,Angular/Angular.js,Angular/Angular.js,Eclipse
18851,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,Android,AWS,ASP.NET,Django,Atom
18852,Bash/Shell/PowerShell,Java,Cassandra,Cassandra,AWS,iOS,Angular/Angular.js,Angular/Angular.js,Atom
18853,HTML/CSS,JavaScript,Oracle,Oracle,Android,Android,jQuery,jQuery,Notepad++
18854,Java,Java,Other(s):,Other(s):,Linux,Linux,Spring,Spring,Eclipse
18856,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,Android,Spring,Spring,Atom
18859,C#,C#,MariaDB,MariaDB,Android,Android,ASP.NET,ASP.NET,PHPStorm
18861,HTML/CSS,HTML/CSS,Elasticsearch,Elasticsearch,Docker,Heroku,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
18862,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,Angular/Angular.js,Notepad++
18863,Java,Java,DynamoDB,DynamoDB,AWS,AWS,React.js,React.js,Eclipse
18864,C++,C++,Elasticsearch,Elasticsearch,Android,Android,Angular/Angular.js,Express,Android Studio
18865,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
18867,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,iOS,ASP.NET,ASP.NET,Visual Studio
18871,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Docker,ASP.NET,Angular/Angular.js,Notepad++
18873,HTML/CSS,Java,MariaDB,Cassandra,Android,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
18874,Bash/Shell/PowerShell,Java,Microsoft SQL Server,Cassandra,Docker,Docker,Spring,Spring,IntelliJ
18876,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Docker,Docker,Ruby on Rails,Ruby on Rails,Eclipse
18879,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,Angular/Angular.js,Notepad++
18881,HTML/CSS,TypeScript,MariaDB,MariaDB,Docker,Docker,Angular/Angular.js,Angular/Angular.js,IntelliJ
18882,C++,C#,MariaDB,MariaDB,Linux,Android,jQuery,ASP.NET,Eclipse
18883,C++,C#,Microsoft SQL Server,Elasticsearch,Android,Android,ASP.NET,ASP.NET,Eclipse
18884,Bash/Shell/PowerShell,Go,MariaDB,Cassandra,Android,AWS,Angular/Angular.js,Angular/Angular.js,Android Studio
18886,Bash/Shell/PowerShell,JavaScript,Couchbase,Cassandra,Android,AWS,Express,Express,IntelliJ
18890,Java,Dart,Firebase,Firebase,Android,Android,jQuery,Angular/Angular.js,Android Studio
18892,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,AWS,ASP.NET,ASP.NET,Visual Studio
18894,Bash/Shell/PowerShell,C#,Microsoft SQL Server,PostgreSQL,iOS,Arduino,Angular/Angular.js,Angular/Angular.js,Visual Studio
18895,Bash/Shell/PowerShell,HTML/CSS,Firebase,Firebase,Heroku,Heroku,React.js,Django,Atom
18898,JavaScript,PHP,MariaDB,MariaDB,Android,Linux,Angular/Angular.js,Django,Vim
18899,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,Angular/Angular.js,Angular/Angular.js,Visual Studio
18900,JavaScript,JavaScript,Firebase,Firebase,Docker,Docker,React.js,React.js,Atom
18901,Bash/Shell/PowerShell,Erlang,Elasticsearch,Elasticsearch,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio
18904,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,Firebase,WordPress,Android,Angular/Angular.js,Angular/Angular.js,Sublime Text
18905,C#,HTML/CSS,Elasticsearch,Elasticsearch,Android,Android,Angular/Angular.js,ASP.NET,Visual Studio
18908,HTML/CSS,Go,MariaDB,MariaDB,AWS,Docker,Angular/Angular.js,jQuery,Visual Studio Code
18913,C++,C#,MariaDB,MariaDB,Docker,Docker,ASP.NET,ASP.NET,Notepad++
18917,Bash/Shell/PowerShell,TypeScript,MariaDB,PostgreSQL,Docker,Android,Angular/Angular.js,Vue.js,IntelliJ
18922,Assembly,Bash/Shell/PowerShell,Couchbase,Elasticsearch,AWS,AWS,Django,Django,Sublime Text
18925,HTML/CSS,Go,MySQL,DynamoDB,AWS,AWS,jQuery,Angular/Angular.js,Notepad++
18928,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Windows,Google Cloud Platform,jQuery,jQuery,Notepad++
18929,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,PostgreSQL,Docker,Docker,Angular/Angular.js,Angular/Angular.js,IntelliJ
18935,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,AWS,AWS,React.js,Spring,IntelliJ
18936,Bash/Shell/PowerShell,Java,Firebase,Firebase,Android,Android,Spring,Spring,Android Studio
18937,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,MariaDB,Linux,Linux,jQuery,jQuery,Android Studio
18938,HTML/CSS,HTML/CSS,PostgreSQL,PostgreSQL,Docker,Docker,React.js,React.js,IntelliJ
18941,C#,C#,DynamoDB,Firebase,AWS,AWS,ASP.NET,Vue.js,Notepad++
18945,C,C,Elasticsearch,Elasticsearch,Heroku,Docker,Django,Express,Emacs
18946,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio
18947,Java,Dart,MySQL,Elasticsearch,Android,AWS,Express,Ruby on Rails,IntelliJ
18948,Java,Elixir,DynamoDB,Cassandra,AWS,AWS,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
18950,Assembly,Assembly,SQLite,SQLite,Arduino,Arduino,Angular/Angular.js,Angular/Angular.js,Vim
18952,HTML/CSS,HTML/CSS,Firebase,Elasticsearch,AWS,Android,Angular/Angular.js,Express,Vim
18953,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,Arduino,Arduino,Angular/Angular.js,Angular/Angular.js,Visual Studio
18955,C++,Python,DynamoDB,Elasticsearch,Heroku,Heroku,Django,Django,Notepad++
18961,Java,C,Cassandra,Elasticsearch,Docker,Android,Django,Django,IPython / Jupyter
18962,Bash/Shell/PowerShell,Python,DynamoDB,DynamoDB,AWS,AWS,ASP.NET,Angular/Angular.js,IntelliJ
18963,HTML/CSS,HTML/CSS,Firebase,Firebase,Android,Android,Spring,React.js,Android Studio
18965,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Docker,AWS,Angular/Angular.js,Flask,Vim
18967,HTML/CSS,C#,MySQL,MySQL,AWS,AWS,Django,Django,Notepad++
18968,C#,Bash/Shell/PowerShell,MySQL,MySQL,Windows,AWS,Angular/Angular.js,ASP.NET,Notepad++
18972,SQL,Bash/Shell/PowerShell,Oracle,Cassandra,Google Cloud Platform,Arduino,Angular/Angular.js,Angular/Angular.js,IPython / Jupyter
18973,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Android,Android,Express,Express,Android Studio
18974,Java,C++,MySQL,Elasticsearch,Linux,Arduino,Angular/Angular.js,Angular/Angular.js,IntelliJ
18975,C#,C#,Microsoft SQL Server,MongoDB,Windows,Linux,ASP.NET,ASP.NET,Notepad++
18976,HTML/CSS,HTML/CSS,MySQL,MySQL,Heroku,Google Cloud Platform,Angular/Angular.js,Angular/Angular.js,IntelliJ
18977,HTML/CSS,HTML/CSS,MariaDB,Firebase,Linux,Docker,Express,Express,Vim
18980,Java,Java,Couchbase,Elasticsearch,Android,Android,Spring,Spring,Android Studio
18981,Bash/Shell/PowerShell,C++,Microsoft SQL Server,Cassandra,Arduino,Android,jQuery,Express,Eclipse
18983,HTML/CSS,JavaScript,Firebase,Elasticsearch,Windows,Windows,Express,Express,Visual Studio Code
18984,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MariaDB,Docker,AWS,Django,Laravel,Atom
18986,C,C,MongoDB,MongoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IPython / Jupyter
18987,Bash/Shell/PowerShell,Clojure,Cassandra,Cassandra,Docker,Docker,React.js,React.js,Emacs
18988,C#,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Windows,Linux,ASP.NET,ASP.NET,Notepad++
18989,Bash/Shell/PowerShell,Bash/Shell/PowerShell,SQLite,Elasticsearch,Docker,Docker,Angular/Angular.js,Angular/Angular.js,IPython / Jupyter
18990,C#,C#,Elasticsearch,Elasticsearch,Docker,Docker,Angular/Angular.js,Angular/Angular.js,Visual Studio
18991,C#,C#,Elasticsearch,Elasticsearch,Docker,Docker,ASP.NET,ASP.NET,Visual Studio Code
18992,Go,Go,MariaDB,Redis,Linux,Linux,Angular/Angular.js,Angular/Angular.js,Vim
18994,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,MongoDB,Android,Android,ASP.NET,Angular/Angular.js,Android Studio
18995,HTML/CSS,Java,MongoDB,Oracle,Windows,Windows,Angular/Angular.js,Angular/Angular.js,Sublime Text
18997,HTML/CSS,HTML/CSS,MySQL,MySQL,Windows,Windows,Angular/Angular.js,Angular/Angular.js,NetBeans
18998,HTML/CSS,Go,Microsoft SQL Server,Elasticsearch,Docker,Docker,Express,Express,Sublime Text
19001,C#,C#,Microsoft SQL Server,Elasticsearch,Docker,Docker,ASP.NET,ASP.NET,Visual Studio
19005,Bash/Shell/PowerShell,C#,MySQL,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
19008,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,Angular/Angular.js,Notepad++
19013,HTML/CSS,Go,Elasticsearch,DynamoDB,AWS,Android,Django,Django,Vim
19015,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Linux,Linux,ASP.NET,Django,Visual Studio Code
19021,Bash/Shell/PowerShell,HTML/CSS,Firebase,MongoDB,Google Cloud Platform,Android,Express,Angular/Angular.js,Visual Studio Code
19028,C++,C++,Microsoft SQL Server,Elasticsearch,MacOS,iOS,Angular/Angular.js,Angular/Angular.js,Visual Studio
19031,Python,Python,MongoDB,Firebase,AWS,Docker,Flask,Django,Sublime Text
19032,Bash/Shell/PowerShell,Go,Cassandra,PostgreSQL,AWS,AWS,Spring,Spring,IntelliJ
19038,C#,Go,Elasticsearch,Elasticsearch,Linux,Linux,ASP.NET,Angular/Angular.js,IntelliJ
19039,Bash/Shell/PowerShell,HTML/CSS,Elasticsearch,MongoDB,AWS,AWS,Express,React.js,Atom
19040,HTML/CSS,HTML/CSS,DynamoDB,MySQL,Android,Android,jQuery,Angular/Angular.js,Android Studio
19043,Bash/Shell/PowerShell,C++,Oracle,PostgreSQL,Microsoft Azure,Kubernetes,ASP.NET,ASP.NET,IPython / Jupyter
19045,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Elasticsearch,Docker,iOS,React.js,React.js,Vim
19047,Bash/Shell/PowerShell,Bash/Shell/PowerShell,PostgreSQL,PostgreSQL,Linux,Linux,Express,Express,Atom
19052,Bash/Shell/PowerShell,C,Couchbase,Elasticsearch,Docker,Android,React.js,Vue.js,Vim
19053,HTML/CSS,HTML/CSS,Firebase,Elasticsearch,Docker,Android,Django,Express,Atom
19054,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Microsoft SQL Server,Docker,Docker,ASP.NET,Angular/Angular.js,Sublime Text
19055,Assembly,C++,Microsoft SQL Server,Microsoft SQL Server,Arduino,Arduino,ASP.NET,jQuery,Atom
19056,C#,TypeScript,Elasticsearch,Elasticsearch,Android,AWS,Angular/Angular.js,Angular/Angular.js,Visual Studio Code
19057,HTML/CSS,HTML/CSS,MySQL,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
19058,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Sublime Text
19060,C#,C#,Microsoft SQL Server,PostgreSQL,IBM Cloud or Watson,Linux,ASP.NET,ASP.NET,Notepad++
19061,C,Java,Elasticsearch,PostgreSQL,Arduino,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
19064,Bash/Shell/PowerShell,C,Elasticsearch,PostgreSQL,AWS,Docker,Django,Django,Emacs
19069,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Windows,Arduino,Spring,React.js,IntelliJ
19070,Clojure,Clojure,DynamoDB,PostgreSQL,AWS,Arduino,Flask,Other(s):,Emacs
19073,C,HTML/CSS,Firebase,Firebase,Android,Android,jQuery,jQuery,PHPStorm
19074,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Docker,Android,Angular/Angular.js,Angular/Angular.js,Notepad++
19077,Bash/Shell/PowerShell,F#,MongoDB,Elasticsearch,Windows,AWS,Angular/Angular.js,Angular/Angular.js,Notepad++
19082,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
19083,Bash/Shell/PowerShell,Go,MySQL,Elasticsearch,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio
19085,JavaScript,JavaScript,Elasticsearch,Cassandra,AWS,AWS,Angular/Angular.js,Express,Sublime Text
19089,C,C++,MariaDB,Microsoft SQL Server,Microsoft Azure,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio
19092,HTML/CSS,Go,Elasticsearch,DynamoDB,WordPress,AWS,Angular/Angular.js,Angular/Angular.js,Eclipse
19094,Bash/Shell/PowerShell,C++,Microsoft SQL Server,Firebase,Windows,AWS,Django,Django,Notepad++
19101,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,Django,Angular/Angular.js,IntelliJ
19109,Bash/Shell/PowerShell,HTML/CSS,MariaDB,MariaDB,Arduino,Arduino,jQuery,jQuery,Notepad++
19110,HTML/CSS,HTML/CSS,MariaDB,MariaDB,AWS,AWS,Drupal,jQuery,Eclipse
19112,C#,C#,Microsoft SQL Server,Elasticsearch,Windows,Google Cloud Platform,ASP.NET,Angular/Angular.js,Sublime Text
19114,HTML/CSS,HTML/CSS,MariaDB,Firebase,Android,Android,Drupal,jQuery,Android Studio
19118,Other(s):,Python,MySQL,MongoDB,Windows,Linux,Angular/Angular.js,Angular/Angular.js,Sublime Text
19119,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,ASP.NET,Visual Studio
19121,Java,Go,DynamoDB,DynamoDB,AWS,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ
19123,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,Arduino,Arduino,Angular/Angular.js,Angular/Angular.js,Notepad++
19126,Assembly,Assembly,Firebase,Firebase,Android,Android,jQuery,jQuery,Android Studio
